"race","gender","familyType","education","income","icon"
"Latino","Woman","Couple","High School","inc200225",0
"Other","Woman","Couple","High School","inc200225",0
"White","Woman","Couple","Some College","inc200225",1
"Black","Woman","Couple","Some College","inc200225",0
"Latino","Woman","Couple","Some College","inc200225",0
"Other","Woman","Couple","Some College","inc200225",0
"White","Woman","Couple","Bachelor's Degree","inc200225",4
"Black","Woman","Couple","Bachelor's Degree","inc200225",0
"Latino","Woman","Couple","Bachelor's Degree","inc200225",0
"Other","Woman","Couple","Bachelor's Degree","inc200225",0
"White","Woman","Couple","Graduate Degree","inc200225",2
"Black","Woman","Couple","Graduate Degree","inc200225",1
"Latino","Woman","Couple","Graduate Degree","inc200225",0
"Other","Woman","Couple","Graduate Degree","inc200225",0
"White","Man","Single","No High School","inc225250",0
"Black","Man","Single","No High School","inc225250",0
"Latino","Man","Single","No High School","inc225250",0
"Other","Man","Single","No High School","inc225250",0
"White","Man","Single","High School","inc225250",0
"Black","Man","Single","High School","inc225250",0
"Latino","Man","Single","High School","inc225250",0
"Other","Man","Single","High School","inc225250",0
"White","Man","Single","Some College","inc225250",0
"Black","Man","Single","Some College","inc225250",0
"Latino","Man","Single","Some College","inc225250",0
"Other","Man","Single","Some College","inc225250",0
"White","Man","Single","Bachelor's Degree","inc225250",0
"Black","Man","Single","Bachelor's Degree","inc225250",0
"Latino","Man","Single","Bachelor's Degree","inc225250",0
"Other","Man","Single","Bachelor's Degree","inc225250",0
"White","Man","Single","Graduate Degree","inc225250",0
"Black","Man","Single","Graduate Degree","inc225250",0
"Latino","Man","Single","Graduate Degree","inc225250",0
"Other","Man","Single","Graduate Degree","inc225250",0
"White","Man","Single with Dependent(s)","No High School","inc225250",0
"Black","Man","Single with Dependent(s)","No High School","inc225250",0
"Latino","Man","Single with Dependent(s)","No High School","inc225250",0
"Other","Man","Single with Dependent(s)","No High School","inc225250",0
"White","Man","Single with Dependent(s)","High School","inc225250",0
"Black","Man","Single with Dependent(s)","High School","inc225250",0
"Latino","Man","Single with Dependent(s)","High School","inc225250",0
"Other","Man","Single with Dependent(s)","High School","inc225250",0
"White","Man","Single with Dependent(s)","Some College","inc225250",0
"Black","Man","Single with Dependent(s)","Some College","inc225250",0
"Latino","Man","Single with Dependent(s)","Some College","inc225250",0
"Other","Man","Single with Dependent(s)","Some College","inc225250",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc225250",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc225250",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc225250",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc225250",0
"White","Man","Couple","No High School","inc225250",0
"Black","Man","Couple","No High School","inc225250",0
"Latino","Man","Couple","No High School","inc225250",0
"Other","Man","Couple","No High School","inc225250",0
"White","Man","Couple","High School","inc225250",0
"Black","Man","Couple","High School","inc225250",0
"Latino","Man","Couple","High School","inc225250",0
"Other","Man","Couple","High School","inc225250",0
"White","Man","Couple","Some College","inc225250",2
"Black","Man","Couple","Some College","inc225250",0
"Latino","Man","Couple","Some College","inc225250",0
"Other","Man","Couple","Some College","inc225250",0
"White","Man","Couple","Bachelor's Degree","inc225250",1
"Black","Man","Couple","Bachelor's Degree","inc225250",0
"Latino","Man","Couple","Bachelor's Degree","inc225250",0
"Other","Man","Couple","Bachelor's Degree","inc225250",1
"White","Man","Couple","Graduate Degree","inc225250",1
"Black","Man","Couple","Graduate Degree","inc225250",0
"Latino","Man","Couple","Graduate Degree","inc225250",0
"Other","Man","Couple","Graduate Degree","inc225250",0
"White","Woman","Single","No High School","inc225250",0
"Black","Woman","Single","No High School","inc225250",0
"Latino","Woman","Single","No High School","inc225250",0
"Other","Woman","Single","No High School","inc225250",0
"White","Woman","Single","High School","inc225250",0
"Black","Woman","Single","High School","inc225250",0
"Latino","Woman","Single","High School","inc225250",0
"Other","Woman","Single","High School","inc225250",0
"White","Woman","Single","Some College","inc225250",0
"Black","Woman","Single","Some College","inc225250",0
"Latino","Woman","Single","Some College","inc225250",0
"Other","Woman","Single","Some College","inc225250",0
"White","Woman","Single","Bachelor's Degree","inc225250",0
"Black","Woman","Single","Bachelor's Degree","inc225250",0
"Latino","Woman","Single","Bachelor's Degree","inc225250",0
"Other","Woman","Single","Bachelor's Degree","inc225250",0
"White","Woman","Single","Graduate Degree","inc225250",0
"Black","Woman","Single","Graduate Degree","inc225250",0
"Latino","Woman","Single","Graduate Degree","inc225250",0
"Other","Woman","Single","Graduate Degree","inc225250",0
"White","Woman","Single with Dependent(s)","No High School","inc225250",0
"Black","Woman","Single with Dependent(s)","No High School","inc225250",0
"Latino","Woman","Single with Dependent(s)","No High School","inc225250",0
"Other","Woman","Single with Dependent(s)","No High School","inc225250",0
"White","Woman","Single with Dependent(s)","High School","inc225250",0
"Black","Woman","Single with Dependent(s)","High School","inc225250",0
"Latino","Woman","Single with Dependent(s)","High School","inc225250",0
"Other","Woman","Single with Dependent(s)","High School","inc225250",0
"White","Woman","Single with Dependent(s)","Some College","inc225250",0
"Black","Woman","Single with Dependent(s)","Some College","inc225250",0
"Latino","Woman","Single with Dependent(s)","Some College","inc225250",0
"Other","Woman","Single with Dependent(s)","Some College","inc225250",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc225250",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc225250",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc225250",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc225250",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc225250",0
"White","Woman","Couple","No High School","inc225250",0
"Black","Woman","Couple","No High School","inc225250",0
"Latino","Woman","Couple","No High School","inc225250",0
"Other","Woman","Couple","No High School","inc225250",0
"White","Woman","Couple","High School","inc225250",1
"Black","Woman","Couple","High School","inc225250",0
"Latino","Woman","Couple","High School","inc225250",0
"Other","Woman","Couple","High School","inc225250",0
"White","Woman","Couple","Some College","inc225250",1
"Black","Woman","Couple","Some College","inc225250",0
"Latino","Woman","Couple","Some College","inc225250",0
"Other","Woman","Couple","Some College","inc225250",0
"White","Woman","Couple","Bachelor's Degree","inc225250",1
"Black","Woman","Couple","Bachelor's Degree","inc225250",0
"Latino","Woman","Couple","Bachelor's Degree","inc225250",0
"Other","Woman","Couple","Bachelor's Degree","inc225250",1
"White","Woman","Couple","Graduate Degree","inc225250",1
"Black","Woman","Couple","Graduate Degree","inc225250",0
"Latino","Woman","Couple","Graduate Degree","inc225250",0
"Other","Woman","Couple","Graduate Degree","inc225250",0
"White","Man","Single","No High School","inc250275",0
"Black","Man","Single","No High School","inc250275",0
"Latino","Man","Single","No High School","inc250275",0
"Other","Man","Single","No High School","inc250275",0
"White","Man","Single","High School","inc250275",0
"Black","Man","Single","High School","inc250275",0
"Latino","Man","Single","High School","inc250275",0
"Other","Man","Single","High School","inc250275",0
"White","Man","Single","Some College","inc250275",0
"Black","Man","Single","Some College","inc250275",0
"Latino","Man","Single","Some College","inc250275",0
"Other","Man","Single","Some College","inc250275",0
"White","Man","Single","Bachelor's Degree","inc250275",0
"Black","Man","Single","Bachelor's Degree","inc250275",0
"Latino","Man","Single","Bachelor's Degree","inc250275",0
"Other","Man","Single","Bachelor's Degree","inc250275",0
"White","Man","Single","Graduate Degree","inc250275",0
"Black","Man","Single","Graduate Degree","inc250275",0
"Latino","Man","Single","Graduate Degree","inc250275",0
"Other","Man","Single","Graduate Degree","inc250275",0
"White","Man","Single with Dependent(s)","No High School","inc250275",0
"Black","Man","Single with Dependent(s)","No High School","inc250275",0
"Latino","Man","Single with Dependent(s)","No High School","inc250275",0
"Other","Man","Single with Dependent(s)","No High School","inc250275",0
"White","Man","Single with Dependent(s)","High School","inc250275",0
"Black","Man","Single with Dependent(s)","High School","inc250275",0
"Latino","Man","Single with Dependent(s)","High School","inc250275",0
"Other","Man","Single with Dependent(s)","High School","inc250275",0
"White","Man","Single with Dependent(s)","Some College","inc250275",0
"Black","Man","Single with Dependent(s)","Some College","inc250275",0
"Latino","Man","Single with Dependent(s)","Some College","inc250275",0
"Other","Man","Single with Dependent(s)","Some College","inc250275",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc250275",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc250275",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc250275",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc250275",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc250275",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc250275",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc250275",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc250275",0
"White","Man","Couple","No High School","inc250275",0
"Black","Man","Couple","No High School","inc250275",0
"Latino","Man","Couple","No High School","inc250275",0
"Other","Man","Couple","No High School","inc250275",0
"White","Man","Couple","High School","inc250275",0
"Black","Man","Couple","High School","inc250275",0
"Latino","Man","Couple","High School","inc250275",0
"Other","Man","Couple","High School","inc250275",0
"White","Man","Couple","Some College","inc250275",0
"Black","Man","Couple","Some College","inc250275",0
"Latino","Man","Couple","Some College","inc250275",0
"Other","Man","Couple","Some College","inc250275",0
"White","Man","Couple","Bachelor's Degree","inc250275",1
"Black","Man","Couple","Bachelor's Degree","inc250275",0
"Latino","Man","Couple","Bachelor's Degree","inc250275",0
"Other","Man","Couple","Bachelor's Degree","inc250275",0
"White","Man","Couple","Graduate Degree","inc250275",1
"Black","Man","Couple","Graduate Degree","inc250275",0
"Latino","Man","Couple","Graduate Degree","inc250275",0
"Other","Man","Couple","Graduate Degree","inc250275",0
"White","Woman","Single","No High School","inc250275",0
"Black","Woman","Single","No High School","inc250275",0
"Latino","Woman","Single","No High School","inc250275",0
"Other","Woman","Single","No High School","inc250275",0
"White","Woman","Single","High School","inc250275",0
"Black","Woman","Single","High School","inc250275",0
"Latino","Woman","Single","High School","inc250275",0
"Other","Woman","Single","High School","inc250275",0
"White","Woman","Single","Some College","inc250275",0
"Black","Woman","Single","Some College","inc250275",0
"Latino","Woman","Single","Some College","inc250275",0
"Other","Woman","Single","Some College","inc250275",0
"White","Woman","Single","Bachelor's Degree","inc250275",0
"Black","Woman","Single","Bachelor's Degree","inc250275",0
"Latino","Woman","Single","Bachelor's Degree","inc250275",0
"Other","Woman","Single","Bachelor's Degree","inc250275",0
"White","Woman","Single","Graduate Degree","inc250275",0
"Black","Woman","Single","Graduate Degree","inc250275",0
"Latino","Woman","Single","Graduate Degree","inc250275",0
"Other","Woman","Single","Graduate Degree","inc250275",0
"White","Woman","Single with Dependent(s)","No High School","inc250275",0
"Black","Woman","Single with Dependent(s)","No High School","inc250275",0
"Latino","Woman","Single with Dependent(s)","No High School","inc250275",0
"Other","Woman","Single with Dependent(s)","No High School","inc250275",0
"White","Woman","Single with Dependent(s)","High School","inc250275",0
"Black","Woman","Single with Dependent(s)","High School","inc250275",0
"Latino","Woman","Single with Dependent(s)","High School","inc250275",0
"Other","Woman","Single with Dependent(s)","High School","inc250275",0
"White","Woman","Single with Dependent(s)","Some College","inc250275",0
"Black","Woman","Single with Dependent(s)","Some College","inc250275",0
"Latino","Woman","Single with Dependent(s)","Some College","inc250275",0
"Other","Woman","Single with Dependent(s)","Some College","inc250275",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc250275",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc250275",1
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc250275",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc250275",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc250275",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc250275",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc250275",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc250275",0
"White","Woman","Couple","No High School","inc250275",0
"Black","Woman","Couple","No High School","inc250275",0
"Latino","Woman","Couple","No High School","inc250275",0
"Other","Woman","Couple","No High School","inc250275",0
"White","Woman","Couple","High School","inc250275",0
"Black","Woman","Couple","High School","inc250275",0
"Latino","Woman","Couple","High School","inc250275",0
"Other","Woman","Couple","High School","inc250275",0
"White","Woman","Couple","Some College","inc250275",0
"Black","Woman","Couple","Some College","inc250275",0
"Latino","Woman","Couple","Some College","inc250275",0
"Other","Woman","Couple","Some College","inc250275",0
"White","Woman","Couple","Bachelor's Degree","inc250275",1
"Black","Woman","Couple","Bachelor's Degree","inc250275",0
"Latino","Woman","Couple","Bachelor's Degree","inc250275",0
"Other","Woman","Couple","Bachelor's Degree","inc250275",0
"White","Woman","Couple","Graduate Degree","inc250275",1
"Black","Woman","Couple","Graduate Degree","inc250275",0
"Latino","Woman","Couple","Graduate Degree","inc250275",0
"Other","Woman","Couple","Graduate Degree","inc250275",0
"White","Man","Single","No High School","inc275300",0
"Black","Man","Single","No High School","inc275300",0
"Latino","Man","Single","No High School","inc275300",0
"Other","Man","Single","No High School","inc275300",0
"White","Man","Single","High School","inc275300",0
"Black","Man","Single","High School","inc275300",0
"Latino","Man","Single","High School","inc275300",0
"Other","Man","Single","High School","inc275300",0
"White","Man","Single","Some College","inc275300",0
"Black","Man","Single","Some College","inc275300",0
"Latino","Man","Single","Some College","inc275300",0
"Other","Man","Single","Some College","inc275300",0
"White","Man","Single","Bachelor's Degree","inc275300",0
"Black","Man","Single","Bachelor's Degree","inc275300",0
"Latino","Man","Single","Bachelor's Degree","inc275300",0
"Other","Man","Single","Bachelor's Degree","inc275300",0
"White","Man","Single","Graduate Degree","inc275300",0
"Black","Man","Single","Graduate Degree","inc275300",0
"Latino","Man","Single","Graduate Degree","inc275300",0
"Other","Man","Single","Graduate Degree","inc275300",0
"White","Man","Single with Dependent(s)","No High School","inc275300",0
"Black","Man","Single with Dependent(s)","No High School","inc275300",0
"Latino","Man","Single with Dependent(s)","No High School","inc275300",0
"Other","Man","Single with Dependent(s)","No High School","inc275300",0
"White","Man","Single with Dependent(s)","High School","inc275300",0
"Black","Man","Single with Dependent(s)","High School","inc275300",0
"Latino","Man","Single with Dependent(s)","High School","inc275300",0
"Other","Man","Single with Dependent(s)","High School","inc275300",0
"White","Man","Single with Dependent(s)","Some College","inc275300",0
"Black","Man","Single with Dependent(s)","Some College","inc275300",0
"Latino","Man","Single with Dependent(s)","Some College","inc275300",0
"Other","Man","Single with Dependent(s)","Some College","inc275300",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc275300",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc275300",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc275300",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc275300",0
"White","Man","Couple","No High School","inc275300",0
"Black","Man","Couple","No High School","inc275300",0
"Latino","Man","Couple","No High School","inc275300",0
"Other","Man","Couple","No High School","inc275300",0
"White","Man","Couple","High School","inc275300",0
"Black","Man","Couple","High School","inc275300",0
"Latino","Man","Couple","High School","inc275300",0
"Other","Man","Couple","High School","inc275300",0
"White","Man","Couple","Some College","inc275300",0
"Black","Man","Couple","Some College","inc275300",0
"Latino","Man","Couple","Some College","inc275300",0
"Other","Man","Couple","Some College","inc275300",0
"White","Man","Couple","Bachelor's Degree","inc275300",1
"Black","Man","Couple","Bachelor's Degree","inc275300",0
"Latino","Man","Couple","Bachelor's Degree","inc275300",0
"Other","Man","Couple","Bachelor's Degree","inc275300",0
"White","Man","Couple","Graduate Degree","inc275300",1
"Black","Man","Couple","Graduate Degree","inc275300",0
"Latino","Man","Couple","Graduate Degree","inc275300",1
"Other","Man","Couple","Graduate Degree","inc275300",0
"White","Woman","Single","No High School","inc275300",0
"Black","Woman","Single","No High School","inc275300",0
"Latino","Woman","Single","No High School","inc275300",0
"Other","Woman","Single","No High School","inc275300",0
"White","Woman","Single","High School","inc275300",0
"Black","Woman","Single","High School","inc275300",0
"Latino","Woman","Single","High School","inc275300",0
"Other","Woman","Single","High School","inc275300",0
"White","Woman","Single","Some College","inc275300",0
"Black","Woman","Single","Some College","inc275300",0
"Latino","Woman","Single","Some College","inc275300",0
"Other","Woman","Single","Some College","inc275300",0
"White","Woman","Single","Bachelor's Degree","inc275300",0
"Black","Woman","Single","Bachelor's Degree","inc275300",0
"Latino","Woman","Single","Bachelor's Degree","inc275300",0
"Other","Woman","Single","Bachelor's Degree","inc275300",0
"White","Woman","Single","Graduate Degree","inc275300",0
"Black","Woman","Single","Graduate Degree","inc275300",0
"Latino","Woman","Single","Graduate Degree","inc275300",0
"Other","Woman","Single","Graduate Degree","inc275300",0
"White","Woman","Single with Dependent(s)","No High School","inc275300",0
"Black","Woman","Single with Dependent(s)","No High School","inc275300",0
"Latino","Woman","Single with Dependent(s)","No High School","inc275300",0
"Other","Woman","Single with Dependent(s)","No High School","inc275300",0
"White","Woman","Single with Dependent(s)","High School","inc275300",0
"Black","Woman","Single with Dependent(s)","High School","inc275300",0
"Latino","Woman","Single with Dependent(s)","High School","inc275300",0
"Other","Woman","Single with Dependent(s)","High School","inc275300",0
"White","Woman","Single with Dependent(s)","Some College","inc275300",0
"Black","Woman","Single with Dependent(s)","Some College","inc275300",0
"Latino","Woman","Single with Dependent(s)","Some College","inc275300",0
"Other","Woman","Single with Dependent(s)","Some College","inc275300",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc275300",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc275300",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc275300",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc275300",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc275300",0
"White","Woman","Couple","No High School","inc275300",0
"Black","Woman","Couple","No High School","inc275300",0
"Latino","Woman","Couple","No High School","inc275300",0
"Other","Woman","Couple","No High School","inc275300",0
"White","Woman","Couple","High School","inc275300",0
"Black","Woman","Couple","High School","inc275300",0
"Latino","Woman","Couple","High School","inc275300",0
"Other","Woman","Couple","High School","inc275300",0
"White","Woman","Couple","Some College","inc275300",1
"Black","Woman","Couple","Some College","inc275300",0
"Latino","Woman","Couple","Some College","inc275300",0
"Other","Woman","Couple","Some College","inc275300",0
"White","Woman","Couple","Bachelor's Degree","inc275300",1
"Black","Woman","Couple","Bachelor's Degree","inc275300",0
"Latino","Woman","Couple","Bachelor's Degree","inc275300",0
"Other","Woman","Couple","Bachelor's Degree","inc275300",0
"White","Woman","Couple","Graduate Degree","inc275300",0
"Black","Woman","Couple","Graduate Degree","inc275300",0
"Latino","Woman","Couple","Graduate Degree","inc275300",1
"Other","Woman","Couple","Graduate Degree","inc275300",0
"White","Man","Single","No High School","inc300325",0
"Black","Man","Single","No High School","inc300325",0
"Latino","Man","Single","No High School","inc300325",0
"Other","Man","Single","No High School","inc300325",0
"White","Man","Single","High School","inc300325",0
"Black","Man","Single","High School","inc300325",0
"Latino","Man","Single","High School","inc300325",0
"Other","Man","Single","High School","inc300325",0
"White","Man","Single","Some College","inc300325",0
"Black","Man","Single","Some College","inc300325",0
"Latino","Man","Single","Some College","inc300325",0
"Other","Man","Single","Some College","inc300325",0
"White","Man","Single","Bachelor's Degree","inc300325",0
"Black","Man","Single","Bachelor's Degree","inc300325",0
"Latino","Man","Single","Bachelor's Degree","inc300325",0
"Other","Man","Single","Bachelor's Degree","inc300325",0
"White","Man","Single","Graduate Degree","inc300325",0
"Black","Man","Single","Graduate Degree","inc300325",0
"Latino","Man","Single","Graduate Degree","inc300325",0
"Other","Man","Single","Graduate Degree","inc300325",0
"White","Man","Single with Dependent(s)","No High School","inc300325",0
"Black","Man","Single with Dependent(s)","No High School","inc300325",0
"Latino","Man","Single with Dependent(s)","No High School","inc300325",0
"Other","Man","Single with Dependent(s)","No High School","inc300325",0
"White","Man","Single with Dependent(s)","High School","inc300325",0
"Black","Man","Single with Dependent(s)","High School","inc300325",0
"Latino","Man","Single with Dependent(s)","High School","inc300325",0
"Other","Man","Single with Dependent(s)","High School","inc300325",0
"White","Man","Single with Dependent(s)","Some College","inc300325",0
"Black","Man","Single with Dependent(s)","Some College","inc300325",0
"Latino","Man","Single with Dependent(s)","Some College","inc300325",0
"Other","Man","Single with Dependent(s)","Some College","inc300325",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc300325",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc300325",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc300325",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc300325",0
"White","Man","Couple","No High School","inc300325",0
"Black","Man","Couple","No High School","inc300325",0
"Latino","Man","Couple","No High School","inc300325",0
"Other","Man","Couple","No High School","inc300325",0
"White","Man","Couple","High School","inc300325",0
"Black","Man","Couple","High School","inc300325",0
"Latino","Man","Couple","High School","inc300325",0
"Other","Man","Couple","High School","inc300325",0
"White","Man","Couple","Some College","inc300325",0
"Black","Man","Couple","Some College","inc300325",0
"Latino","Man","Couple","Some College","inc300325",1
"Other","Man","Couple","Some College","inc300325",0
"White","Man","Couple","Bachelor's Degree","inc300325",0
"Black","Man","Couple","Bachelor's Degree","inc300325",0
"Latino","Man","Couple","Bachelor's Degree","inc300325",0
"Other","Man","Couple","Bachelor's Degree","inc300325",0
"White","Man","Couple","Graduate Degree","inc300325",1
"Black","Man","Couple","Graduate Degree","inc300325",0
"Latino","Man","Couple","Graduate Degree","inc300325",0
"Other","Man","Couple","Graduate Degree","inc300325",0
"White","Woman","Single","No High School","inc300325",0
"Black","Woman","Single","No High School","inc300325",0
"Latino","Woman","Single","No High School","inc300325",0
"Other","Woman","Single","No High School","inc300325",0
"White","Woman","Single","High School","inc300325",0
"Black","Woman","Single","High School","inc300325",0
"Latino","Woman","Single","High School","inc300325",0
"Other","Woman","Single","High School","inc300325",0
"White","Woman","Single","Some College","inc300325",0
"Black","Woman","Single","Some College","inc300325",0
"Latino","Woman","Single","Some College","inc300325",0
"Other","Woman","Single","Some College","inc300325",0
"White","Woman","Single","Bachelor's Degree","inc300325",0
"Black","Woman","Single","Bachelor's Degree","inc300325",0
"Latino","Woman","Single","Bachelor's Degree","inc300325",0
"Other","Woman","Single","Bachelor's Degree","inc300325",0
"White","Woman","Single","Graduate Degree","inc300325",0
"Black","Woman","Single","Graduate Degree","inc300325",0
"Latino","Woman","Single","Graduate Degree","inc300325",0
"Other","Woman","Single","Graduate Degree","inc300325",0
"White","Woman","Single with Dependent(s)","No High School","inc300325",0
"Black","Woman","Single with Dependent(s)","No High School","inc300325",0
"Latino","Woman","Single with Dependent(s)","No High School","inc300325",0
"Other","Woman","Single with Dependent(s)","No High School","inc300325",0
"White","Woman","Single with Dependent(s)","High School","inc300325",0
"Black","Woman","Single with Dependent(s)","High School","inc300325",0
"Latino","Woman","Single with Dependent(s)","High School","inc300325",0
"Other","Woman","Single with Dependent(s)","High School","inc300325",0
"White","Woman","Single with Dependent(s)","Some College","inc300325",0
"Black","Woman","Single with Dependent(s)","Some College","inc300325",0
"Latino","Woman","Single with Dependent(s)","Some College","inc300325",0
"Other","Woman","Single with Dependent(s)","Some College","inc300325",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc300325",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc300325",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc300325",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc300325",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc300325",0
"White","Woman","Couple","No High School","inc300325",0
"Black","Woman","Couple","No High School","inc300325",0
"Latino","Woman","Couple","No High School","inc300325",0
"Other","Woman","Couple","No High School","inc300325",0
"White","Woman","Couple","High School","inc300325",0
"Black","Woman","Couple","High School","inc300325",0
"Latino","Woman","Couple","High School","inc300325",0
"Other","Woman","Couple","High School","inc300325",0
"White","Woman","Couple","Some College","inc300325",0
"Black","Woman","Couple","Some College","inc300325",0
"Latino","Woman","Couple","Some College","inc300325",0
"Other","Woman","Couple","Some College","inc300325",0
"White","Woman","Couple","Bachelor's Degree","inc300325",0
"Black","Woman","Couple","Bachelor's Degree","inc300325",0
"Latino","Woman","Couple","Bachelor's Degree","inc300325",1
"Other","Woman","Couple","Bachelor's Degree","inc300325",0
"White","Woman","Couple","Graduate Degree","inc300325",1
"Black","Woman","Couple","Graduate Degree","inc300325",0
"Latino","Woman","Couple","Graduate Degree","inc300325",0
"Other","Woman","Couple","Graduate Degree","inc300325",0
"White","Man","Single","No High School","inc325350",0
"Black","Man","Single","No High School","inc325350",0
"Latino","Man","Single","No High School","inc325350",0
"Other","Man","Single","No High School","inc325350",0
"White","Man","Single","High School","inc325350",0
"Black","Man","Single","High School","inc325350",0
"Latino","Man","Single","High School","inc325350",0
"Other","Man","Single","High School","inc325350",0
"White","Man","Single","Some College","inc325350",0
"Black","Man","Single","Some College","inc325350",0
"Latino","Man","Single","Some College","inc325350",0
"Other","Man","Single","Some College","inc325350",0
"White","Man","Single","Bachelor's Degree","inc325350",0
"Black","Man","Single","Bachelor's Degree","inc325350",0
"Latino","Man","Single","Bachelor's Degree","inc325350",0
"Other","Man","Single","Bachelor's Degree","inc325350",0
"White","Man","Single","Graduate Degree","inc325350",0
"Black","Man","Single","Graduate Degree","inc325350",0
"Latino","Man","Single","Graduate Degree","inc325350",0
"Other","Man","Single","Graduate Degree","inc325350",0
"White","Man","Single with Dependent(s)","No High School","inc325350",0
"Black","Man","Single with Dependent(s)","No High School","inc325350",0
"Latino","Man","Single with Dependent(s)","No High School","inc325350",0
"Other","Man","Single with Dependent(s)","No High School","inc325350",0
"White","Man","Single with Dependent(s)","High School","inc325350",0
"Black","Man","Single with Dependent(s)","High School","inc325350",0
"Latino","Man","Single with Dependent(s)","High School","inc325350",0
"Other","Man","Single with Dependent(s)","High School","inc325350",0
"White","Man","Single with Dependent(s)","Some College","inc325350",0
"Black","Man","Single with Dependent(s)","Some College","inc325350",0
"Latino","Man","Single with Dependent(s)","Some College","inc325350",0
"Other","Man","Single with Dependent(s)","Some College","inc325350",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc325350",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc325350",0
